,name,raw_wp_url,pdf_url,number_pages,number_images,number_characters,number_equations
569,delphy,https://whitepaper.io/document/109/delphy-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hy0cVQSl7,1,1,0,0
570,cryptex,https://whitepaper.io/document/0/cryptex-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=cryptex,10,2,3082,0
571,aryacoin,https://whitepaper.io/document/711/aryacoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJupwUMBO,5,1,10019,0
572,hydrogen,https://whitepaper.io/document/323/hydrogen-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJfb352Wm,18,39,26910,0
573,autonio,https://whitepaper.io/document/0/autonio-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=autonio,7,7,0,0
574,atromg8,https://whitepaper.io/document/0/atromg8-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=atromg8,23,2,44399,0
575,apy_finance,https://whitepaper.io/document/676/apy-finance-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1UhYQcQ_,9,1,11891,4
576,tycoon,https://whitepaper.io/document/0/tycoon-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=tycoon,42,39,56970,15
577,etherparty,https://whitepaper.io/document/243/etherparty-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1E6Z-rZm,26,18,33669,0
578,appcoins,https://whitepaper.io/document/195/appcoins-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B150-zQWX,45,54,86945,5
579,bottos,https://whitepaper.io/document/115/bottos-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJWSWLBg7,73,30,91616,0
580,realtract,https://whitepaper.io/document/481/realtract-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByQrQkbXH,21,7,54617,11
581,pacoca,https://whitepaper.io/document/0/pacoca-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=pacoca,8,1,7458,0
582,u_network,https://whitepaper.io/document/258/u-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hy7tzFU-m,43,4,68748,38
583,wolf_safe_poor_people,https://whitepaper.io/document/0/wolf-safe-poor-people-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=wolf-safe-poor-people,15,43,17926,1
584,acute_angle_cloud,https://whitepaper.io/document/363/acute-angle-cloud-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyMgNTUsN,42,42,100879,23
585,blockmason_credit_protocol,https://whitepaper.io/document/279/blockmason-credit-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ry4f_8P-X,41,15,81134,0
586,bitcoin_rhodium,https://whitepaper.io/document/490/bitcoin-rhodium-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJ-eOo67H,15,26,10976,0
587,bitcoin_green,https://whitepaper.io/document/247/bitcoin-green-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJi0L-Sbm,15,7,29172,2
588,nanjcoin,https://whitepaper.io/document/185/nanjcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkKXJcM-m,8,23,11895,0
589,everex,https://whitepaper.io/document/285/everex-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJ7KkDPWQ,27,6,62054,3
590,playchip,https://whitepaper.io/document/500/playchip-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=By10vnPwS,16,14,39351,0
591,equal,https://whitepaper.io/document/0/equal-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=equal,24,18,23534,3
592,remme,https://whitepaper.io/document/313/remme-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bkxh12DZm,22,6,32901,1
593,falcon_project,https://whitepaper.io/document/0/falcon-project-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=falcon-project,16,5,22660,0
594,ink,https://whitepaper.io/document/151/ink-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyZ6jZb-7,26,5,49977,1
595,cotrader,https://whitepaper.io/document/698/cotrader-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkCJqXyBu,27,24,38356,2
596,prcy_coin,https://whitepaper.io/document/740/prcy-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bk-2vzc8u,21,9,30261,2
597,gowithmi,https://whitepaper.io/document/539/gowithmi-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1L0NymQU,42,26,68081,0
598,phore,https://whitepaper.io/document/233/phore-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SkKwLeBW7,52,10,62721,6
599,fantomstarter,https://whitepaper.io/document/0/fantomstarter-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=fantomstarter,39,230,25897,2
600,cyclub,https://whitepaper.io/document/0/cyclub-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=cyclub,20,34,27711,0
601,iht_real_estate_protocol,https://whitepaper.io/document/114/iht-real-estate-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1r1eLBgm,25,11,38177,0
602,microbitcoin,https://whitepaper.io/document/572/microbitcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1TzprSXU,6,3,9287,7
603,etherzero,https://whitepaper.io/document/427/etherzero-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1R7hUzCN,36,80,67290,25
604,yee,https://whitepaper.io/document/231/yee-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJ86zgHWX,12,13,20609,9
605,zeepin,https://whitepaper.io/document/204/zeepin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkZaHwmWm,37,18,68811,1
606,ultrain,https://whitepaper.io/document/406/ultrain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1b25wq3E,63,119,147712,2
607,qbao,https://whitepaper.io/document/228/qbao-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJAkVJNWQ,40,12,43565,0
608,odin_protocol,https://whitepaper.io/document/0/odin-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=odin-protocol,32,9,78664,2
609,wetrust,https://whitepaper.io/document/485/wetrust-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1GGns8Xr,40,14,88435,6
610,my_master_war,https://whitepaper.io/document/0/my-master-war-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=my-master-war,9,8,11065,0
611,stox,https://whitepaper.io/document/311/stox-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hy3B39DWX,57,21,97406,24
612,indorse,https://whitepaper.io/document/366/indorse-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Syai1CLjV,41,6,68867,4
613,gems,https://whitepaper.io/document/299/gems-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1YEo_PZQ,22,11,36987,5
614,freicoin,https://whitepaper.io/document/0/freicoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=freicoin,25,0,48888,23
615,motocoin,https://whitepaper.io/document/0/motocoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=motocoin,4,7,6204,0
616,4thpillar_technologies,https://whitepaper.io/document/0/4thpillar-technologies-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=4thpillar-technologies,8,8,46220,20
617,shipchain,https://whitepaper.io/document/359/shipchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HylHEoaNQ,29,95,53495,0
618,enigma,https://whitepaper.io/document/63/enigma-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJpRVCGRM,14,1,40697,33
619,fuzex,https://whitepaper.io/document/191/fuzex-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1myocf-7,26,17,25976,4
620,golden_goose,https://whitepaper.io/document/0/golden-goose-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=golden-goose,63,33,78037,19
621,origo,https://whitepaper.io/document/554/origo-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkpZCWE7I,66,10,104747,36
622,energo,https://whitepaper.io/document/286/energo-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJRAMPvWm,16,19,23684,0
623,investfeed,https://whitepaper.io/document/0/investfeed-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=investfeed,27,9,34069,0
624,zeusshield,https://whitepaper.io/document/259/zeusshield-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sylh7F8bm,44,44,49554,1
625,maecenas,https://whitepaper.io/document/241/maecenas-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryd-kWr-X,17,17,28955,0
626,graft,https://whitepaper.io/document/0/graft-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=graft,38,5,84307,8
627,lunchmoney,https://whitepaper.io/document/679/lunchmoney-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyQGJN5QO,22,22,29441,0
628,x42_protocol,https://whitepaper.io/document/0/x42-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=x42-protocol,12,0,29153,0
629,webflix_token,https://whitepaper.io/document/0/webflix-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=webflix-token,42,75,0,0
630,the_force_protocol,https://whitepaper.io/document/541/the-force-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryeIwk7mL,37,10,54842,2
631,aok,https://whitepaper.io/document/0/aok-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=aok,23,40,25311,0
632,etna_network,https://whitepaper.io/document/0/etna-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=etna-network,12,20,6927,0
633,trinity_network_credit,https://whitepaper.io/document/261/trinity-network-credit-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r16SDFIbX,21,13,30644,3
634,jade_currency,https://whitepaper.io/document/0/jade-currency-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=jade-currency,23,24,17760,3
635,shopping,https://whitepaper.io/document/724/shopping-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Syx_lijH_,30,6,40181,0
636,tera,https://whitepaper.io/document/0/tera-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=tera,14,5,23700,6
637,luxcoin,https://whitepaper.io/document/319/luxcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryp_4hFZm,16,29,24006,0
638,coldstack,https://whitepaper.io/document/0/coldstack-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=coldstack,14,4,16253,1
639,smartshare,https://whitepaper.io/document/322/smartshare-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1U-n1nW7,36,8,37659,0
640,shadow_token,https://whitepaper.io/document/0/shadow-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=shadow-token,18,25,15987,0
641,asch,https://whitepaper.io/document/106/asch-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkfE7xBeX,27,0,33213,3
642,bata,https://whitepaper.io/document/0/bata-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bata,11,11,17089,0
643,stream_protocol,https://whitepaper.io/document/0/stream-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=stream-protocol,15,3,21398,0
644,shield_1,https://whitepaper.io/document/296/shield-1-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJS1BdDbm,11,10,17039,1
645,bunicorn,https://whitepaper.io/document/0/bunicorn-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bunicorn,18,9,3950,0
646,uplexa,https://whitepaper.io/document/0/uplexa-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=uplexa,19,247,25661,3
647,catex_token,https://whitepaper.io/document/0/catex-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=catex-token,20,3,28514,24
648,inmax,https://whitepaper.io/document/473/inmax-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1POzyS1H,26,65,25562,0
649,trezarcoin,https://whitepaper.io/document/0/trezarcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=trezarcoin,5,1,11867,5
650,faceter,https://whitepaper.io/document/0/faceter-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=faceter,51,26,72440,9
651,alphacat,https://whitepaper.io/document/274/alphacat-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1Uc_yDWX,30,11,51149,0
652,mmocoin,https://whitepaper.io/document/0/mmocoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=mmocoin,11,74,4138,0
653,ancient_kingdom,https://whitepaper.io/document/0/ancient-kingdom-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ancient-kingdom,81,84,73572,1
654,lunyr,https://whitepaper.io/document/222/lunyr-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByHxyKmbQ,21,12,47406,0
655,peos,https://whitepaper.io/document/571/peos-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1cpoHBmU,14,5,19314,29
656,vektor,https://whitepaper.io/document/0/vektor-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=vektor,12,33,14356,5
657,sportcash_one,https://whitepaper.io/document/0/sportcash-one-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=sportcash-one,30,32,28210,0
658,meschain,https://whitepaper.io/document/0/meschain-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=meschain,24,0,34304,1
659,bemil_coin,https://whitepaper.io/document/0/bemil-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bemil-coin,20,0,0,0
660,dragonvein,https://whitepaper.io/document/0/dragonvein-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dragonvein,32,52,54137,77
661,safeinsure,https://whitepaper.io/document/0/safeinsure-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=safeinsure,15,2,19030,0
662,bsclaunch,https://whitepaper.io/document/0/bsclaunch-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bsclaunch,16,10,5557,1
663,quantis_network,https://whitepaper.io/document/0/quantis-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=quantis-network,11,8,13955,5
664,scriv_network,https://whitepaper.io/document/0/scriv-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=scriv-network,14,0,24877,0
665,kalata,https://whitepaper.io/document/0/kalata-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=kalata,13,1,13520,0
666,kemacoin,https://whitepaper.io/document/0/kemacoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=kemacoin,7,11,9637,0
667,draftcoin,https://whitepaper.io/document/0/draftcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=draftcoin,6,9,11121,0
668,paypex,https://whitepaper.io/document/104/paypex-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkSnc1rlQ,4,5,1116,0
669,sweetbridge,https://whitepaper.io/document/65/sweetbridge-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sya4cZblX,3,2,7942,0
670,dynamite,https://whitepaper.io/document/0/dynamite-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dynamite,9,19,6971,0
671,safecapital,https://whitepaper.io/document/0/safecapital-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=safecapital,19,1,20680,1
672,sf_capital,https://whitepaper.io/document/0/sf-capital-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=sf-capital,21,54,22190,0
673,the_currency_analytics,https://whitepaper.io/document/0/the-currency-analytics-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=the-currency-analytics,12,0,5760,1
674,entercoin,https://whitepaper.io/document/399/entercoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1l36dxnV,23,14,40325,2
675,crdt,https://whitepaper.io/document/0/crdt-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=crdt,5,6,6342,0
676,ponzicoin,https://whitepaper.io/document/0/ponzicoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ponzicoin,12,1,19873,2
677,ziktalk,https://whitepaper.io/document/0/ziktalk-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ziktalk,14,1,16325,3
678,idea_chain_coin,https://whitepaper.io/document/668/idea-chain-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkpVrxbQO,19,19,49,0
679,hupayx,https://whitepaper.io/document/0/hupayx-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=hupayx,34,5,61545,1
680,888tron,https://whitepaper.io/document/0/888tron-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=888tron,14,0,15189,0
681,bitopro_exchange_token,https://whitepaper.io/document/0/bitopro-exchange-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bitopro-exchange-token,40,93,49273,4
682,intexcoin,https://whitepaper.io/document/0/intexcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=intexcoin,36,54,65762,5
683,ecc,https://whitepaper.io/document/215/ecc-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryQkH_7-m,8,10,10097,0
684,aeron,https://whitepaper.io/document/356/aeron-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rykfn964m,44,71,44583,2
685,cometh,https://whitepaper.io/document/0/cometh-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=cometh,23,23,0,0
686,blockport,https://whitepaper.io/document/325/blockport-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1tmbihZX,32,9,58927,1
687,pollux_coin,https://whitepaper.io/document/0/pollux-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=pollux-coin,18,12,10940,0
688,crust,https://whitepaper.io/document/760/crust-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJWKDgyt_,19,5,40661,2
689,gbex,https://whitepaper.io/document/770/gbex-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJADIH32t,33,13,46332,0
690,silverway,https://whitepaper.io/document/504/silverway-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1ixJJYeU,35,131,52495,2
691,coral_swap,https://whitepaper.io/document/0/coral-swap-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=coral-swap,21,3,11016,0
692,exmr_fdn,https://whitepaper.io/document/568/exmr-fdn-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bk-wPY4mI,10,10,14239,0
693,kickico,https://whitepaper.io/document/506/kickico-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkgYwJYgU,64,12,78460,0
694,lgo_exchange,https://whitepaper.io/document/164/lgo-exchange-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1qHHPfZm,35,6,57332,13
695,verox,https://whitepaper.io/document/0/verox-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=verox,25,11,22375,1
696,polybius,https://whitepaper.io/document/284/polybius-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hkp708DWQ,5,2,4800,0
697,tierion,https://whitepaper.io/document/205/tierion-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1zsPP7-X,34,10,48051,2
698,dequant,https://whitepaper.io/document/0/dequant-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dequant,6,11,3597,0
699,eron_project,https://whitepaper.io/document/768/eron-project-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1WH4ehIY,14,0,17250,1
700,locktrip,https://whitepaper.io/document/344/locktrip-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkeM7Fu77,52,20,84116,0
701,alpha_finance_lab,https://whitepaper.io/document/650/alpha-finance-lab-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r15TeACG_,36,7,77143,16
702,botxcoin,https://whitepaper.io/document/461/botxcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S10RslA04,43,44,50080,9
703,funder_one_capital,https://whitepaper.io/document/0/funder-one-capital-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=funder-one-capital,64,147,79904,0
704,decent,https://whitepaper.io/document/216/decent-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ry5e8u7-m,21,46,32099,7
705,bodhi,https://whitepaper.io/document/240/bodhi-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1thTxBZX,25,12,31681,2
706,bitonyx,https://whitepaper.io/document/0/bitonyx-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bitonyx,19,19,630,0
707,experience_points,https://whitepaper.io/document/226/experience-points-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1Or_FQ-X,14,1,43072,0
708,bittoken,https://whitepaper.io/document/0/bittoken-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bittoken,4,0,10079,0
709,beeswap,https://whitepaper.io/document/705/beeswap-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1y1XFJB_,15,15,14335,0
710,edc_blockchain,https://whitepaper.io/document/499/edc-blockchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SkIG43PPS,20,29,9166,0
711,npcoin,https://whitepaper.io/document/548/npcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkWVjeE78,9,1,11333,0
712,bitpanda_ecosystem_token,https://whitepaper.io/document/734/bitpanda-ecosystem-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkhN2EfUO,24,4,32802,0
713,chronobank,https://whitepaper.io/document/273/chronobank-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkRPb3IWQ,3,0,14849,0
714,jointer,https://whitepaper.io/document/743/jointer-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1eko_23Lu,70,15,95214,2
715,nodestats,https://whitepaper.io/document/0/nodestats-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=nodestats,10,1,10342,0
716,certified_diamond_coin,https://whitepaper.io/document/559/certified-diamond-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1VrBIEX8,39,10,43785,2
717,mothership,https://whitepaper.io/document/249/mothership-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJCka7LbX,9,16,5614,2
718,ecoreal_estate,https://whitepaper.io/document/410/ecoreal-estate-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkl0ZNVTV,9,17,23351,0
719,hintchain,https://whitepaper.io/document/703/hintchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJ1KEO1rd,40,139,213,0
720,compound_usdt,https://whitepaper.io/document/0/compound-usdt-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=compound-usdt,8,0,20871,6
721,coinflex,https://whitepaper.io/document/702/coinflex-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkBIGO1Sd,4,4,4004,0
722,veriblock,https://whitepaper.io/document/452/veriblock-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkZefn204,22,6,46096,13
723,chain_games,https://whitepaper.io/document/723/chain-games-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJXF2csBO,21,19,35202,0
724,eximchain,https://whitepaper.io/document/142/eximchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJkRW-W-Q,15,8,75274,14
725,asia_coin,https://whitepaper.io/document/761/asia-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJSKikLiO,16,7,21994,0
726,aquari,https://whitepaper.io/document/0/aquari-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=aquari,15,3,20957,0
727,blx,https://whitepaper.io/document/778/blx-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hk_NyYnXc,26,99,28429,9
728,etheroll,https://whitepaper.io/document/472/etheroll-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bym3gkByS,17,1,35380,8
729,test,https://whitepaper.io/document/0/test-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=test,36,41,98727,23
730,flexacoin,https://whitepaper.io/document/584/flexacoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyCjucbn8,47,33,65114,35
731,olympus_labs,https://whitepaper.io/document/306/olympus-labs-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=By7HDKw-X,7,1,33189,11
732,hellenic_coin,https://whitepaper.io/document/752/hellenic-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Skvrbo-Pd,31,0,3893,0
733,compound_basic_attention_token,https://whitepaper.io/document/0/compound-basic-attention-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=compound-basic-attention-token,8,0,20871,6
734,sorachancoin,https://whitepaper.io/document/0/sorachancoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=sorachancoin,28,17,17845,0
735,tgold,https://whitepaper.io/document/0/tgold-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=tgold,50,5,70788,2
736,wibx,https://whitepaper.io/document/0/wibx-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=wibx,68,139,69387,0
737,counos_x,https://whitepaper.io/document/0/counos-x-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=counos-x,32,55,40957,0
738,kepler_network,https://whitepaper.io/document/0/kepler-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=kepler-network,18,5,9799,2
739,joys_digital,https://whitepaper.io/document/0/joys-digital-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=joys-digital,58,33,95717,9
740,arcs,https://whitepaper.io/document/0/arcs-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=arcs,31,0,64594,2
741,solbit,https://whitepaper.io/document/0/solbit-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=solbit,25,22,28484,1
742,mindol,https://whitepaper.io/document/516/mindol-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1Ml681WL,6,0,8307,0
743,alias,https://whitepaper.io/document/0/alias-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=alias,41,13,75389,66
744,tidex_token,https://whitepaper.io/document/0/tidex-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=tidex-token,30,0,38442,0
745,ttc_protocol,https://whitepaper.io/document/435/ttc-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=By4vpKoRV,62,2,48105,20
746,mytoken,https://whitepaper.io/document/0/mytoken-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=mytoken,21,5,36848,2
747,free_coin,https://whitepaper.io/document/464/free-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJyonGN1B,12,32,16485,3
748,ins_ecosystem,https://whitepaper.io/document/199/ins-ecosystem-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S12nHf7WQ,49,90,98795,2
749,horizon_state,https://whitepaper.io/document/251/horizon-state-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ry35yNI-7,26,21,59873,1
750,insureum,https://whitepaper.io/document/0/insureum-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=insureum,56,50,69445,0
751,ethereum_meta,https://whitepaper.io/document/0/ethereum-meta-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ethereum-meta,10,2,3683,0
752,darcrus,https://whitepaper.io/document/282/darcrus-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rko_n8v-m,5,3,6599,0
753,earneo,https://whitepaper.io/document/0/earneo-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=earneo,19,19,18747,0
754,pibble,https://whitepaper.io/document/0/pibble-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=pibble,27,66,43389,0
755,flits,https://whitepaper.io/document/0/flits-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=flits,11,2,12415,0
756,axion,https://whitepaper.io/document/699/axion-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkYVGV1Sd,60,165,89124,18
757,inlock,https://whitepaper.io/document/0/inlock-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=inlock,51,0,74179,34
758,maximine_coin,https://whitepaper.io/document/383/maximine-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rymn8F_i4,40,15,87211,18
